transcript,domain,target name,E-value
TRINITY_DN154174_c26_g1_i1.p1,N-terminal or F0 domain of Talin-head FERM,FERM_f0,0.0046
TRINITY_DN154174_c26_g1_i1.p1,Protein of unknown function (DUF969),DUF969,0.011
TRINITY_DN154174_c26_g1_i1.p1,Protein of unknown function (DUF969),DUF969,0.011
TRINITY_DN154174_c26_g1_i1.p1,Telomere stability and silencing,Telomere_Sde2,0.02
TRINITY_DN154174_c26_g1_i1.p1,Telomere stability and silencing,Telomere_Sde2,0.02
TRINITY_DN154174_c26_g1_i1.p1,ORF11CD3 domain,ORF11CD3,0.093
TRINITY_DN154174_c26_g1_i1.p1,ORF11CD3 domain,ORF11CD3,0.093
TRINITY_DN154174_c26_g1_i1.p1,ORF11CD3 domain,ORF11CD3,0.093
TRINITY_DN154174_c26_g1_i1.p1,ORF11CD3 domain,ORF11CD3,0.093
TRINITY_DN154174_c26_g1_i1.p1,RNA methyltransferase,Methyltrans_RNA,0.096
TRINITY_DN154174_c26_g1_i1.p1,RNA methyltransferase,Methyltrans_RNA,0.096
TRINITY_DN154174_c26_g1_i1.p1,Toluene-4-monooxygenase system protein B (TmoB),TmoB,0.19
TRINITY_DN154174_c26_g1_i1.p1,Toluene-4-monooxygenase system protein B (TmoB),TmoB,0.19
TRINITY_DN162188_c0_g1_i2.p2,Phosphatidylethanolamine-binding protein,PBP,7.50E-13
TRINITY_DN162188_c0_g1_i2.p2,Carboxypeptidase inhibitor I68,Inhibitor_I68,0.06
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin,Thioredoxin,2.80E-64
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin,Thioredoxin,2.80E-64
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin,Thioredoxin,2.80E-64
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin-like domain,Thioredoxin_6,5.70E-43
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin-like domain,Thioredoxin_6,5.70E-43
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin-like domain,Thioredoxin_6,5.70E-43
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin-like domain,Thioredoxin_2,2.80E-11
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin-like domain,Thioredoxin_2,2.80E-11
TRINITY_DN159118_c0_g1_i1.p1,"OST3 / OST6 family, transporter family",OST3_OST6,2.00E-10
TRINITY_DN159118_c0_g1_i1.p1,"OST3 / OST6 family, transporter family",OST3_OST6,2.00E-10
TRINITY_DN159118_c0_g1_i1.p1,"OST3 / OST6 family, transporter family",OST3_OST6,2.00E-10
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin-like,Thioredoxin_7,1.10E-09
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin-like,Thioredoxin_7,1.10E-09
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin-like,Thioredoxin_7,1.10E-09
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin-like,Thioredoxin_7,1.10E-09
TRINITY_DN159118_c0_g1_i1.p1,AhpC/TSA family,AhpC-TSA,3.10E-09
TRINITY_DN159118_c0_g1_i1.p1,AhpC/TSA family,AhpC-TSA,3.10E-09
TRINITY_DN159118_c0_g1_i1.p1,AhpC/TSA family,AhpC-TSA,3.10E-09
TRINITY_DN159118_c0_g1_i1.p1,AhpC/TSA family,AhpC-TSA,3.10E-09
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin-like,Thioredoxin_8,7.10E-09
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin-like,Thioredoxin_8,7.10E-09
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin-like,Thioredoxin_8,7.10E-09
TRINITY_DN159118_c0_g1_i1.p1,Calsequestrin,Calsequestrin,1.30E-08
TRINITY_DN159118_c0_g1_i1.p1,Calsequestrin,Calsequestrin,1.30E-08
TRINITY_DN159118_c0_g1_i1.p1,Redoxin,Redoxin,7.20E-07
TRINITY_DN159118_c0_g1_i1.p1,Redoxin,Redoxin,7.20E-07
TRINITY_DN159118_c0_g1_i1.p1,Redoxin,Redoxin,7.20E-07
TRINITY_DN159118_c0_g1_i1.p1,"ERp29, N-terminal domain",ERp29_N,6.70E-05
TRINITY_DN159118_c0_g1_i1.p1,"ERp29, N-terminal domain",ERp29_N,6.70E-05
TRINITY_DN159118_c0_g1_i1.p1,"ERp29, N-terminal domain",ERp29_N,6.70E-05
TRINITY_DN159118_c0_g1_i1.p1,"ERp29, N-terminal domain",ERp29_N,6.70E-05
TRINITY_DN159118_c0_g1_i1.p1,F plasmid transfer operon protein,TraF,0.0007
TRINITY_DN159118_c0_g1_i1.p1,F plasmid transfer operon protein,TraF,0.0007
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin domain,Thioredoxin_3,0.0018
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin domain,Thioredoxin_3,0.0018
TRINITY_DN159118_c0_g1_i1.p1,Hydrogenase-1 expression protein HyaE,HyaE,0.0039
TRINITY_DN159118_c0_g1_i1.p1,Hydrogenase-1 expression protein HyaE,HyaE,0.0039
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin,Thioredoxin_9,0.015
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin,Thioredoxin_9,0.015
TRINITY_DN159118_c0_g1_i1.p1,Bacterial domain of unknown function (DUF1798),DUF1798,0.02
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin,Thioredoxin_4,0.31
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin,Thioredoxin_4,0.31
TRINITY_DN159118_c0_g1_i1.p1,Thioredoxin,Thioredoxin_4,0.31
TRINITY_DN168155_c0_g1_i1.p1,F5/8 type C domain,F5_F8_type_C,0.049
TRINITY_DN161858_c0_g9_i1.p1,Spider toxin,Toxin_9,5.2
TRINITY_DN161858_c0_g9_i1.p1,Spider toxin,Toxin_9,5.2
TRINITY_DN161858_c0_g9_i1.p1,Spider toxin,Toxin_9,5.2
TRINITY_DN163490_c2_g2_i2.p2,"Adhesion molecule, immunoglobulin-like",Adhes-Ig_like,0.12
TRINITY_DN163490_c2_g2_i2.p2,"Adhesion molecule, immunoglobulin-like",Adhes-Ig_like,0.12
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin domain,Cadherin,3.50E-152
TRINITY_DN166240_c0_g1_i1.p1,Cadherin cytoplasmic region,Cadherin_C,6.10E-40
TRINITY_DN166240_c0_g1_i1.p1,Cadherin cytoplasmic region,Cadherin_C,6.10E-40
TRINITY_DN166240_c0_g1_i1.p1,Laminin G domain,Laminin_G_2,1.40E-38
TRINITY_DN166240_c0_g1_i1.p1,Laminin G domain,Laminin_G_2,1.40E-38
TRINITY_DN166240_c0_g1_i1.p1,Laminin G domain,Laminin_G_1,4.90E-29
TRINITY_DN166240_c0_g1_i1.p1,Laminin G domain,Laminin_G_1,4.90E-29
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_2,1.30E-08
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_2,1.30E-08
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_2,1.30E-08
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_2,1.30E-08
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_2,1.30E-08
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_3,3.60E-06
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_3,3.60E-06
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_3,3.60E-06
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_3,3.60E-06
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_3,3.60E-06
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_3,3.60E-06
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_3,3.60E-06
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_3,3.60E-06
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_3,3.60E-06
TRINITY_DN166240_c0_g1_i1.p1,Cadherin-like,Cadherin_3,3.60E-06
TRINITY_DN166240_c0_g1_i1.p1,TMEM154 protein family,TMEM154,0.0092
TRINITY_DN166240_c0_g1_i1.p1,EGF-like domain,EGF,4.2
TRINITY_DN166240_c0_g1_i1.p1,EGF-like domain,EGF,4.2
TRINITY_DN166240_c0_g1_i1.p1,EGF-like domain,EGF,4.2
TRINITY_DN166240_c0_g1_i1.p1,EGF-like domain,EGF,4.2
TRINITY_DN166240_c0_g1_i1.p6,"CybS, succinate dehydrogenase cytochrome B small subunit",CybS,0.21
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain pair,EF-hand_7,4.50E-19
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain pair,EF-hand_7,4.50E-19
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain pair,EF-hand_7,4.50E-19
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain,EF-hand_6,9.70E-18
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain,EF-hand_6,9.70E-18
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain,EF-hand_6,9.70E-18
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain,EF-hand_6,9.70E-18
TRINITY_DN150231_c0_g3_i1.p1,EF hand,EF-hand_1,4.80E-15
TRINITY_DN150231_c0_g3_i1.p1,EF hand,EF-hand_1,4.80E-15
TRINITY_DN150231_c0_g3_i1.p1,EF hand,EF-hand_1,4.80E-15
TRINITY_DN150231_c0_g3_i1.p1,EF hand,EF-hand_1,4.80E-15
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain pair,EF-hand_8,1.10E-10
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain pair,EF-hand_8,1.10E-10
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain pair,EF-hand_8,1.10E-10
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain pair,EF-hand_8,1.10E-10
TRINITY_DN150231_c0_g3_i1.p1,EF hand,EF-hand_5,1.50E-10
TRINITY_DN150231_c0_g3_i1.p1,EF hand,EF-hand_5,1.50E-10
TRINITY_DN150231_c0_g3_i1.p1,EF hand,EF-hand_5,1.50E-10
TRINITY_DN150231_c0_g3_i1.p1,EF hand,EF-hand_5,1.50E-10
TRINITY_DN150231_c0_g3_i1.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,5.60E-05
TRINITY_DN150231_c0_g3_i1.p1,Secreted protein acidic and rich in cysteine Ca binding region,SPARC_Ca_bdg,5.60E-05
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain,EF-hand_11,0.008
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain,EF-hand_11,0.008
TRINITY_DN150231_c0_g3_i1.p1,EF-hand domain,EF-hand_11,0.008
TRINITY_DN150231_c0_g3_i1.p1,Pseudomurein-binding repeat,PMBR,0.087
TRINITY_DN150231_c0_g3_i1.p1,Pseudomurein-binding repeat,PMBR,0.087
TRINITY_DN150231_c0_g3_i1.p1,Pseudomurein-binding repeat,PMBR,0.087
TRINITY_DN150231_c0_g3_i1.p1,Protein of unknown function (DUF776),DUF776,0.13
TRINITY_DN150231_c0_g3_i1.p1,EF hand,EF-hand_10,1.7
TRINITY_DN150231_c0_g3_i1.p1,EF hand,EF-hand_10,1.7
TRINITY_DN150231_c0_g3_i1.p1,EF hand,EF-hand_10,1.7
TRINITY_DN150231_c0_g3_i1.p1,EF hand,EF-hand_10,1.7
TRINITY_DN161964_c0_g1_i1.p1,ZIP Zinc transporter,Zip,6.60E-69
TRINITY_DN161964_c0_g1_i1.p1,ZIP Zinc transporter,Zip,6.60E-69
TRINITY_DN161964_c0_g1_i1.p1,ZIP Zinc transporter,Zip,6.60E-69
TRINITY_DN161964_c0_g1_i1.p1,ZIP Zinc transporter,Zip,6.60E-69
TRINITY_DN161964_c0_g1_i1.p1,FAM176 family,FAM176,4.2
TRINITY_DN161964_c0_g1_i1.p1,FAM176 family,FAM176,4.2
TRINITY_DN161964_c0_g1_i1.p1,FAM176 family,FAM176,4.2
TRINITY_DN167515_c1_g1_i1.p1,7 transmembrane receptor (Secretin family),7tm_2,2.30E-39
TRINITY_DN167515_c1_g1_i1.p1,"GPCR proteolysis site, GPS, motif",GPS,1.40E-12
TRINITY_DN167515_c1_g1_i1.p1,Frizzled/Smoothened family membrane region,Frizzled,2.60E-06
TRINITY_DN167515_c1_g1_i1.p1,Serpentine type 7TM GPCR receptor class ab chemoreceptor,7TM_GPCR_Srab,0.002
TRINITY_DN167515_c1_g1_i1.p1,Serpentine type 7TM GPCR receptor class ab chemoreceptor,7TM_GPCR_Srab,0.002
TRINITY_DN167515_c1_g1_i1.p1,Lectin C-type domain,Lectin_C,0.022
TRINITY_DN167515_c1_g1_i1.p1,Lectin C-type domain,Lectin_C,0.022
TRINITY_DN167515_c1_g1_i1.p1,Lectin C-type domain,Lectin_C,0.022
TRINITY_DN167515_c1_g1_i1.p1,Lectin C-type domain,Lectin_C,0.022
TRINITY_DN167515_c1_g1_i1.p1,TraL protein,TraL,0.25
TRINITY_DN167515_c1_g1_i1.p1,TraL protein,TraL,0.25
TRINITY_DN167515_c1_g2_i1.p1,Lectin C-type domain,Lectin_C,0.00092
TRINITY_DN167570_c1_g1_i2.p1,von Willebrand factor type D domain,VWD,1.20E-11
TRINITY_DN167570_c1_g1_i2.p1,von Willebrand factor type D domain,VWD,1.20E-11
TRINITY_DN167570_c1_g1_i2.p1,Nidogen-like,NIDO,4.70E-06
TRINITY_DN167570_c1_g1_i2.p1,Nidogen-like,NIDO,4.70E-06
TRINITY_DN167570_c1_g1_i2.p1,AMOP domain,AMOP,0.00019
TRINITY_DN167570_c1_g1_i2.p1,SEA domain,SEA,0.0002
TRINITY_DN149045_c4_g1_i1.p1,14-3-3 protein,14-3-3,3.30E-102
TRINITY_DN164460_c2_g2_i3.p1,Domain of unknown function (DUF5300),DUF5300,0.044
TRINITY_DN161099_c1_g1_i1.p1,Calreticulin family,Calreticulin,1.50E-81
TRINITY_DN161099_c1_g1_i1.p1,Calreticulin family,Calreticulin,1.50E-81
TRINITY_DN161099_c1_g1_i1.p1,Calreticulin family,Calreticulin,1.50E-81
TRINITY_DN125355_c0_g1_i1.p1,VHL beta domain,VHL,8.60E-22
TRINITY_DN125355_c0_g1_i1.p1,VHL box domain,VHL_C,1.90E-05
TRINITY_DN154223_c0_g3_i1.p1,Plant thionin,Thionin,0.16
TRINITY_DN154223_c0_g3_i1.p1,Plant thionin,Thionin,0.16
TRINITY_DN154223_c0_g3_i1.p1,Plant thionin,Thionin,0.16
TRINITY_DN157228_c0_g1_i1.p1,Copper/zinc superoxide dismutase (SODC),Sod_Cu,2.20E-50
TRINITY_DN157228_c0_g1_i1.p1,CHRD domain,CHRD,0.013
TRINITY_DN158067_c4_g2_i1.p1,Pro-corazonin,Corazonin,0.0064
TRINITY_DN158067_c4_g2_i1.p1,Pro-corazonin,Corazonin,0.0064
TRINITY_DN158067_c4_g2_i1.p1,Translation initiation factor eIF3 subunit 135,eIF3_p135,0.22
TRINITY_DN158067_c4_g2_i1.p1,Translation initiation factor eIF3 subunit 135,eIF3_p135,0.22
TRINITY_DN158067_c4_g2_i1.p1,Menin,Menin,0.35
TRINITY_DN158067_c4_g2_i1.p1,Orf78 (ac78),Orf78,1.3
TRINITY_DN158040_c3_g3_i4.p1,"Exonuclease VII, large subunit",Exonuc_VII_L,0.01
TRINITY_DN158040_c3_g3_i4.p1,Macoilin family,Macoilin,0.021
TRINITY_DN158040_c3_g3_i4.p1,Autophagy protein Apg6,APG6,0.031
TRINITY_DN158040_c3_g3_i4.p1,Domain of unknown function (DUF4407),DUF4407,0.033
TRINITY_DN158040_c3_g3_i4.p1,V-type ATPase 116kDa subunit family,V_ATPase_I,0.076
TRINITY_DN158040_c3_g3_i4.p1,Protein of unknown function (DUF3292),DUF3292,0.14
TRINITY_DN158040_c3_g3_i4.p1,Topoisomerase II-associated protein PAT1,PAT1,0.17
TRINITY_DN158040_c3_g3_i4.p1,Protein tyrosine phosphatase receptor type C-associated,PTPRCAP,0.45
TRINITY_DN158040_c3_g3_i4.p1,Ryanodine Receptor TM 4-6,RR_TM4-6,0.81
TRINITY_DN158040_c3_g3_i4.p1,Band 3 cytoplasmic domain,Band_3_cyto,0.99
TRINITY_DN158040_c3_g3_i4.p1,Flagellar Assembly Protein A,FapA,1.4
TRINITY_DN158040_c3_g3_i4.p1,Mitochondrial Myo2 receptor-related protein,MMR1,1.5
TRINITY_DN158040_c3_g3_i4.p1,Mitochondrial Myo2 receptor-related protein,MMR1,1.5
TRINITY_DN158040_c3_g3_i4.p1,Gene regulated by oestrogen in breast cancer,GREB1,2
TRINITY_DN158040_c3_g3_i4.p1,Domain of unknown function (DUF4746),DUF4746,2.5
TRINITY_DN158040_c3_g3_i4.p1,Peptidase family S64,Peptidase_S64,4.7
TRINITY_DN158040_c3_g3_i4.p1,Telomere-associated protein TERB2,TERB2,4.9
TRINITY_DN167016_c1_g1_i3.p1,Repulsive guidance molecule (RGM) N-terminus,RGM_N,7.00E-05
TRINITY_DN167016_c1_g1_i3.p1,Repulsive guidance molecule (RGM) N-terminus,RGM_N,7.00E-05
TRINITY_DN167016_c1_g1_i3.p1,Repulsive guidance molecule (RGM) N-terminus,RGM_N,7.00E-05
TRINITY_DN167016_c1_g1_i3.p1,Repulsive guidance molecule (RGM) N-terminus,RGM_N,7.00E-05
TRINITY_DN167016_c1_g1_i3.p1,Repulsive guidance molecule (RGM) N-terminus,RGM_N,7.00E-05
TRINITY_DN167016_c1_g1_i3.p1,Chondroitin proteoglycan 4,CPG4,2.8
TRINITY_DN167016_c1_g1_i3.p1,Chondroitin proteoglycan 4,CPG4,2.8
TRINITY_DN167016_c1_g1_i3.p1,Chondroitin proteoglycan 4,CPG4,2.8
TRINITY_DN167016_c1_g1_i3.p1,Chondroitin proteoglycan 4,CPG4,2.8
TRINITY_DN167016_c1_g1_i3.p1,Chondroitin proteoglycan 4,CPG4,2.8
TRINITY_DN167016_c1_g1_i3.p1,Chondroitin proteoglycan 4,CPG4,2.8
TRINITY_DN156594_c4_g1_i1.p1,"Transcription initiation factor IIF, alpha subunit (TFIIF-alpha)",TFIIF_alpha,7.6
TRINITY_DN156594_c4_g1_i1.p3,Nuclear RNA-splicing-associated protein,SR-25,6.7
TRINITY_DN165828_c1_g2_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,2.50E-10
TRINITY_DN165828_c1_g2_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,2.50E-10
TRINITY_DN165828_c1_g2_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,2.50E-10
TRINITY_DN165828_c1_g2_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,2.50E-10
TRINITY_DN165822_c1_g1_i2.p1,Neural proliferation differentiation control-1 protein (NPDC1),NPDC1,1.20E-38
TRINITY_DN165822_c1_g1_i2.p1,Protein of unknown function (DUF726),DUF726,0.072
TRINITY_DN165822_c1_g1_i2.p1,Epstein-Barr virus nuclear antigen 3 (EBNA-3),EBV-NA3,0.12
TRINITY_DN162679_c0_g1_i1.p1,A-macroglobulin complement component,A2M_comp,2.40E-54
TRINITY_DN162679_c0_g1_i1.p1,Alpha-2-macroglobulin family N-terminal region,A2M_N_2,2.40E-19
TRINITY_DN162679_c0_g1_i1.p1,Alpha-2-macroglobulin family N-terminal region,A2M_N_2,2.40E-19
TRINITY_DN162679_c0_g1_i1.p1,Alpha-2-macroglobulin family N-terminal region,A2M_N_2,2.40E-19
TRINITY_DN162679_c0_g1_i1.p1,Alpha-2-macroglobulin family N-terminal region,A2M_N_2,2.40E-19
TRINITY_DN162679_c0_g1_i1.p1,Alpha-2-macroglobulin family N-terminal region,A2M_N_2,2.40E-19
TRINITY_DN162679_c0_g1_i1.p1,MG2 domain,A2M_N,5.00E-14
TRINITY_DN162679_c0_g1_i1.p1,MG2 domain,A2M_N,5.00E-14
TRINITY_DN162679_c0_g1_i1.p1,MG2 domain,A2M_N,5.00E-14
TRINITY_DN162679_c0_g1_i1.p1,Alpha-macro-globulin thiol-ester bond-forming region,Thiol-ester_cl,5.40E-14
TRINITY_DN162679_c0_g1_i1.p1,Alpha-2-macroglobulin family,A2M,6.20E-14
TRINITY_DN162679_c0_g1_i1.p1,Alpha-2-macroglobulin family,A2M,6.20E-14
TRINITY_DN162679_c0_g1_i1.p1,A-macroglobulin receptor,A2M_recep,1.70E-08
TRINITY_DN162679_c0_g1_i1.p1,Squalene-hopene cyclase C-terminal domain,SQHop_cyclase_C,0.0057
TRINITY_DN162679_c0_g1_i1.p1,Squalene-hopene cyclase C-terminal domain,SQHop_cyclase_C,0.0057
TRINITY_DN162679_c0_g1_i1.p4,Sporulation protein YtfJ (Spore_YtfJ),Spore_YtfJ,0.016
TRINITY_DN163252_c1_g1_i2.p1,Strictosidine synthase,Str_synth,5.00E-16
TRINITY_DN163252_c1_g1_i2.p1,SMP-30/Gluconolaconase/LRE-like region,SGL,1.20E-13
TRINITY_DN163252_c1_g1_i2.p1,SMP-30/Gluconolaconase/LRE-like region,SGL,1.20E-13
TRINITY_DN163252_c1_g1_i2.p1,Arylesterase,Arylesterase,0.012
TRINITY_DN163206_c3_g5_i2.p1,Chondroitin proteoglycan 4,CPG4,1.30E-05
TRINITY_DN163206_c3_g5_i2.p1,Chondroitin proteoglycan 4,CPG4,1.30E-05
TRINITY_DN163206_c3_g5_i2.p1,Protein of unknown function (DUF1397),DUF1397,0.017
TRINITY_DN163206_c3_g5_i2.p1,Protein of unknown function (DUF1397),DUF1397,0.017
TRINITY_DN163206_c3_g5_i2.p1,Nucleoporin protein Ndc1-Nup,Ndc1_Nup,1.4
TRINITY_DN163206_c3_g5_i2.p1,Peptidase family S64,Peptidase_S64,9.8
TRINITY_DN163206_c3_g5_i2.p2,M-phase inducer phosphatase,M-inducer_phosp,4.3
TRINITY_DN163206_c3_g5_i2.p2,M-phase inducer phosphatase,M-inducer_phosp,4.3
TRINITY_DN124947_c0_g1_i1.p1,Protein of unknown function (DUF3105),DUF3105,4.80E-38
TRINITY_DN164903_c0_g1_i1.p1,56kDa selenium binding protein (SBP56),SBP56,1.30E-166
TRINITY_DN164903_c0_g1_i1.p1,"Lactonase, 7-bladed beta-propeller",Lactonase,1.00E-06
TRINITY_DN164903_c0_g1_i1.p1,"Lactonase, 7-bladed beta-propeller",Lactonase,1.00E-06
TRINITY_DN164987_c0_g2_i5.p1,Tropomyosin like,Tropomyosin_1,0.00032
TRINITY_DN164987_c0_g2_i5.p1,Maltoporin periplasmic N-terminal extension,Sugarporin_N,0.57
TRINITY_DN164987_c0_g2_i5.p1,Maltoporin periplasmic N-terminal extension,Sugarporin_N,0.57
TRINITY_DN163711_c0_g1_i2.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,2.10E-07
TRINITY_DN163711_c0_g1_i2.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,2.10E-07
TRINITY_DN163711_c0_g1_i2.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,2.10E-07
TRINITY_DN163711_c0_g1_i2.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,2.10E-07
TRINITY_DN163711_c0_g1_i2.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,2.10E-07
TRINITY_DN163711_c0_g2_i2.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,7.30E-10
TRINITY_DN163711_c0_g2_i2.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,7.30E-10
TRINITY_DN163711_c0_g2_i2.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,7.30E-10
TRINITY_DN163711_c0_g2_i2.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,7.30E-10
TRINITY_DN163711_c0_g2_i2.p1,WAP-type (Whey Acidic Protein) 'four-disulfide core',WAP,7.30E-10
TRINITY_DN160912_c0_g1_i1.p1,Galactose binding lectin domain,Gal_Lectin,3.40E-10
TRINITY_DN157469_c3_g2_i4.p1,TMPIT-like protein,TMPIT,5.1
TRINITY_DN157469_c3_g2_i4.p1,TMPIT-like protein,TMPIT,5.1
TRINITY_DN157469_c3_g2_i4.p1,Sine oculis-binding protein,SOBP,6.2
TRINITY_DN157469_c3_g2_i4.p2,Small metal-binding protein,SMBP,0.024
TRINITY_DN157469_c3_g2_i4.p2,Small metal-binding protein,SMBP,0.024
TRINITY_DN157469_c3_g2_i4.p2,Protein of unknown function (DUF445),DUF445,0.044
TRINITY_DN157469_c3_g2_i4.p2,Transcription factor e(y)2,EnY2,0.091
TRINITY_DN157469_c3_g2_i4.p2,Transcription factor e(y)2,EnY2,0.091
TRINITY_DN157469_c3_g2_i4.p2,Transcription factor e(y)2,EnY2,0.091
TRINITY_DN157469_c3_g2_i4.p2,Mechanosensitive ion channel,MS_channel,0.094
TRINITY_DN157469_c3_g2_i4.p2,Adaptin N terminal region,Adaptin_N,0.14
TRINITY_DN157469_c3_g2_i4.p2,Adaptin N terminal region,Adaptin_N,0.14
TRINITY_DN157469_c3_g2_i4.p2,YtxH-like protein,YtxH,0.15
TRINITY_DN157469_c3_g2_i4.p2,TLR4 regulator and MIR-interacting MSAP,DUF3456,0.26
TRINITY_DN157469_c3_g2_i4.p2,"Type II secretion system (T2SS), protein F",T2SSF,0.26
TRINITY_DN157469_c3_g2_i4.p2,"Type II secretion system (T2SS), protein F",T2SSF,0.26
TRINITY_DN157469_c3_g2_i4.p2,"Type II secretion system (T2SS), protein F",T2SSF,0.26
TRINITY_DN157469_c3_g2_i4.p2,N-terminal domain on NACHT_NTPase and P-loop NTPases,SesA,0.64
TRINITY_DN157469_c3_g2_i4.p2,N-terminal domain on NACHT_NTPase and P-loop NTPases,SesA,0.64
TRINITY_DN157469_c3_g2_i4.p2,N-terminal domain on NACHT_NTPase and P-loop NTPases,SesA,0.64
TRINITY_DN157469_c3_g2_i4.p2,DNA polymerases epsilon N terminal,Dpoe2NT,2.1
TRINITY_DN157469_c3_g2_i4.p2,DNA polymerases epsilon N terminal,Dpoe2NT,2.1
TRINITY_DN157469_c3_g2_i4.p2,DNA polymerases epsilon N terminal,Dpoe2NT,2.1
